Account CSN,Account Name,Tier Global Helix,Partner Flag,Partner Incentive Type
20029864,Nghi Son Refinery and Petrochemical LLC,Tier 5,0,Reseller
2272038,Convergex Group,Tier 5,0,
2359892,eco-energy,Tier 5,0,
570745,AON Consulting,Tier 3a,0,
20029865,Hypo Tirol Bank AG,Tier 5,0,Reseller
2270499,Rescue Mission Alliance,Tier 5,0,
2359893,Ft. Hood - CTSF,Tier 3c,0,
3262167,AOYAMA,Tier 3d,0,
20029866,"Via Celere Desarrollos Inmobiliarios, S.A.",Tier 5,0,Reseller
2286174,Quake Global,Tier 5,0,
2359896,H. A. Services,Tier 5,0,
2006407,AP Funding Source 1,Tier 4,0,
20029773,CGI Inc.,GOSI,0,Reseller
2284151,City of Charleston,Tier 3c,0,
2359897,Unistress Corporation,Tier 5,0,
2006411,AP Funding Source 1,Tier 4,0,
20029867,finvero S.A.P.I. DE C.V.,Tier 5,0,Reseller
2282168,Sasco,Tier 5,0,
2359902,Konsortium Logistik Berhad,Tier 5,0,
2073571,AP Funding Source 1,Tier 4,0,
20029869,Argano LLC,Tier 5,0,Reseller
2295987,Butler Schein Animal Health,Tier 5,0,
2359915,picard,Tier 5,0,
2140320,AP Funding Source 2,Tier 4,0,
20029871,Zenvia Mobile Servicos Digitais S.A,Tier 5,0,Reseller
2296211,Technology Transfer Services,Tier 5,0,
2359916,Groupement International Mecanique AGR,Tier 5,0,
2140334,AP Funding Source 2,Tier 4,0,
2289742,The Little Clinic,Tier 5,0,
2273088,Pine River Capital Mgmt,Tier 5,0,
2359922,Proximia Havas Argentina S.A.,Tier 3b,0,
588251,APE - Associacao de Poupanca e Emprestimos,Tier 5,0,
2289902,Portage Public Schools,Tier 5,0,
2269179,Harnett Health System,Tier 5,0,
2298828,Air Liquide MEA,Tier 2b,0,
614719,APEX CORPORATION,Tier 3d,0,
2273687,Mars,Tier 3b,0,
2289759,Dead River Company,Tier 5,0,
2359932,Hawk Ridge Systems LLC,Tier 5,0,
563844,APHM,Tier 5,0,
2295197,"US District, Court/IL",Tier 3c,0,
2282540,Signal Hill,Tier 5,0,
2359935,NEC IT Services Australia Pty Ltd,Tier 2a,0,
629831,APM S.A. de C.V.,Tier 5,0,
2287557,American Red Cross,Tier 3c,0,
2282116,ARMA Global Corporation,Tier 5,0,
2359937,High Pressure Equipment Co.,Tier 5,0,
2152097,APMG China Qingdao Representative Office,Tier 5,0,
2280741,Edgen Murray Corporation,Tier 5,0,
2271441,Windham Professional,Tier 5,0,
2359951,Office of Inspector General Jefferson Parish,Tier 4,0,
800541,APN NZ Ltd,Tier 4,0,
2284195,United Bank Wisconsin,Tier 5,0,
2277290,Kansas State Bank,Tier 3c,0,
2359968,Sky Brasil,Tier 5,0,
597549,APOLS,Tier 5,0,
558425,Nashua Corporation,Tier 5,0,
2274508,US Silica Company,Tier 5,0,
2359969,Rieke Corporation,Tier 5,0,
2185094,APT AM Holdings Pty Limited,Tier 5,0,
2282748,USAF 96th Medical,Tier 3c,0,
2278874,TMS Mgmt Group Incorporated,Tier 5,0,
2359970,Iroquois Nursing Home,Tier 5,0,
2126361,AQM Solutions Incorporated,Tier 2b,0,
2291834,Niles Township Community High Schools,Tier 5,0,
2275203,Fredrikson & Byron P.A.,Tier 5,0,
2359972,BB Tecnologia e Servicos,Tier 2b,1,Reseller
3261463,AR Focus,Tier 5,0,
2270007,"Black Hawk County, MIS Dept",Tier 5,0,
2270497,Notre Dame of Maryland University,Tier 5,0,
2359976,Silgan Containers Manufacturing Corporation,Tier 4,0,
2062270,ARAMARK Service Master,Tier 2b,0,
2291697,Lexmark Internationa**l,Tier 3b,0,
2273463,Horacktalley,Tier 5,0,
2359986,S&S Supplies & Solutions,Tier 5,0,
2067933,AREVA T&D Incorporated,Tier 3b,0,
2268298,Electrowire Incorporated,Tier 5,0,
2268045,NJ Dept. of Labor,Tier 3c,0,
2359987,Safari Ltd.,Tier 5,0,
2101136,AREVA T&D New Zealand Limited,Tier 3b,0,
2274864,Happy State Bank,Tier 5,0,
2272398,Eagleview Technologies,Tier 5,0,
2359992,ING BANK FRANCE,Tier 2b,0,
597497,ASA Knowledge Pty Limited,Tier 5,0,
2278549,Premiere Radio Networks,Tier 5,0,
2296140,Interim Healthcare of Greenville Incorporated,Tier 5,0,
2359994,Burgan Bank AS,Tier 3d,0,
2165772,ASAP Software Express Incorporated,GOSI,0,
2291538,American Red Cross,Tier 3c,0,
2284191,Luxco Spirited Brands,Tier 5,0,
2359998,TSI HOLDINGS CO. LTD.,Tier 3d,0,
3262192,ASB Bank Limited,Tier 2b,0,
2272146,First Bank & Trust,Tier 5,0,
2296739,ITW Buildex,Tier 2b,0,
2359999,YazawaCorporation Co.Ltd.,Tier 3d,0,
608326,ASEA Brown Boveri,Tier 3a,0,
2288146,Child Evangelism Fellowship,Tier 5,0,
2268780,PBF Energy,Tier 2b,0,
2360001,Polaris Financial Technology Limited,Tier 5,0,
529710,ASEA Brown Boveri Limited,Tier 5,0,
2291473,Triad Hospitals Incorporated,Tier 2b,0,
2296139,GDT,Tier 5,0,
2360002,Finolex Cables Limited,Tier 5,0,
611200,ASG Malaysia,Tier 5,0,
2274529,Saint Michael's College,Tier 5,0,
2286175,Strategic Healthcare group,Tier 5,0,
2360015,Ministry of Foreign Affairs - Bahrain,Tier 5,0,
611170,ASG Thailand,Tier 5,0,
2289590,Createc Corp,Tier 5,0,
2296671,Telect,Tier 5,0,
2331956,LantmÃ¤nnen,Tier 5,0,
770993,ASIANA AIRLINES INCORPORATED,Tier 5,0,
2268914,"VECTOR SECURITY, INC.",Tier 5,0,
2295198,American Advisors Group,Tier 5,0,
2360019,Fiserv,Tier 3b,0,
612434,ASSET INSURANCE BEIJING BRANCH,Tier 5,0,
2274676,PGT Trucking Incorporated,Tier 5,0,
2285874,Houston SPCA,Tier 5,0,
2360021,SV Informatik GmbH,Tier 4,0,
529718,AST International,Tier 5,0,
2281822,Dept of State/NJ Public Broadcasting,Tier 5,0,
2295171,Trade Center Mgmt,Tier 5,0,
2360020,VKBit Betrieb GmbH,Tier 2a,0,
529720,AST International,Tier 3d,0,
2287954,Inland Empire Health Plan,Tier 5,0,
2282916,"Red, White & Blue Fire District",Tier 5,0,
2360023,Relais Colis,Tier 5,0,
616140,ASTI S.A. DE C.V.,Tier 5,0,
2282166,AJ Oster Co,Tier 5,0,
2298214,USDA-ARS,Tier 3c,0,
2360024,NUMERICABLE-SFR,Tier 2b,0,
654125,ASX Operations Pty Ltd,Tier 5,0,
2279313,Accredited Home Lenders,Tier 5,0,
2297431,City National Bank of New Jersey Incorporated,Tier 5,0,
2360041,J. F. Kiely Construction Company,Tier 5,0,
529732,AT & T Communications (UK) Ltd,Tier 2c,0,
2272923,Memorial Health Services,Tier 5,0,
2284018,"Grameen Foundation, USA",Tier 5,0,
2360046,"ENTAP, Inc.",Tier 5,0,
793768,AT & T Global Network Services (UK) BV,Tier 2c,0,
2285819,Lake Sunapee Bank,Tier 5,0,
2274883,US Gas & Electric Incorporated,Tier 5,0,
2360047,Neutrona Argentina SRL,Tier 5,0,
529756,AT & T UK Ltd,Tier 2c,0,
2278642,Ciber Incorporated,Tier 5,0,
2269958,Digital Schools,Tier 5,0,
2360058,Total Bank Solutions LLC,Tier 5,0,
529758,AT & T UK Ltd,Tier 2c,0,
2288530,American Red Cross,Tier 3c,0,
2360578,Adler University,Tier 5,0,
2360060,Banco Mare Nostrum,Tier 5,0,
765380,AT & T UK Ltd,Tier 2c,0,
2279427,Mifflin Township,Tier 5,0,
2285456,Warshaw Group,Tier 5,0,
2344510,Shenzhen Yocod Information Technology,Tier 5,0,
596441,"AT&T (China) Co., Limited Shanghai Branch Office",Tier 2c,0,
2276746,Cincinnati Bengals,Tier 5,0,
2272391,Brown County Dept of Technology Services,Tier 3c,0,
2324482,"Insurance Authority, UAE",Tier 5,0,
796730,AT&T Australia,Tier 2c,0,
2268661,American Red Cross Mid Atlantic Blood Services,Tier 3c,0,
634175,The Maryland National Capital Park and Planning Commission Incorporated,Tier 5,0,
2324474,Jih Sun Financial Holdings Co Ltd,Tier 5,0,
512130,AT&T Capital Corporation,Tier 2c,0,
2268384,Orange County Government,Tier 3c,0,
2268573,Union Square Federal Credit Union,Tier 5,0,
2324488,ICterra Bilgi ve Iletisim Teknoliojileri,Tier 3d,0,Reseller
587899,AT&T Consumer Services,Tier 2c,0,
2289775,Idaho State Tax Commission,Tier 3c,0,
2284122,Lindquist,Tier 5,0,
20001868,CARGEAS Assicurazioni S.p.A.,Tier 5,0,
587852,AT&T Consumer Services - CSC,Tier 2c,0,
2284331,Ryder Integrated Logistics,Tier 2b,0,
2279129,Maximus Incorporated,Tier 2b,0,
2324501,RedSeal Networks,Tier 5,0,
2185258,AT&T Corporation,Tier 2c,0,
2280816,Netlink Software Group,Tier 5,0,
2278512,Loparex LLC,Tier 3b,0,
2324492,Bracco Imaging S.p.A.,Tier 5,0,
587846,AT&T Corporation - ITS,Tier 2c,0,
2284992,Case and Associates Properties Inc,Tier 5,0,
2282714,Murphy Austin Adams Schoenfeld LLP,Tier 5,0,
2324502,Christie Lites Enterprises USA LLC,Tier 5,0,
3252441,AT&T EasyLink Services Australia Ltd,Tier 2c,0,
2279335,Hospice of the Valley,Tier 5,0,
2281725,Park Forest School District 163,Tier 5,0,
2324507,TÃ¼rkiye Jokey KlÃ¼bÃ¼,Tier 3d,0,
3252731,AT&T Federal,GOSI,0,
2283932,WKFS,Tier 5,0,
2268487,Cecil County Health Dept,Tier 3c,0,
2324512,Creative Information Technology,Tier 5,0,
799303,AT&T Global Network Services Australia Pty Limited,Tier 2c,0,
2285432,Holy Family Hospital,Tier 5,0,
2271291,Bank of Dickson,Tier 5,0,
2324514,Project e-delta,Tier 3d,0,
2149702,AT&T Istel,Tier 2c,0,
2280325,Lyons Lavey Nickel Swift Incorporated,Tier 5,0,
2278724,Optimal Health Services,Tier 5,0,
2324534,General Audit Bureau,Tier 5,0,
2149857,AT&T Istel,Tier 2c,0,
2289427,Syscom LLC,GOSI,0,
2287984,Sharonview Federal Credit Union,Tier 5,0,
2324535,China Life Asset Management Company Ltd,Tier 5,0,
529747,AT&T Istel Ltd,Tier 2c,0,
2272370,International Paint LLC,Tier 3b,0,
2271398,Food Donation Connection,Tier 5,0,
2324537,Riyadh Municipality,Tier 5,0,
607145,AT&T Latin America,Tier 2c,0,
2277539,Orbis,Tier 5,0,
2268146,Peoples Natural Gas Company LLC,Tier 2b,0,
2324551,Educore Egitim ve DanÄ±smanlÄ±k,Tier 3d,0,
603155,AT&T Local Network Services/IBM,Tier 2b,0,
2282165,Catholic Charities Incorporated,Tier 5,0,
2284755,BCC,Tier 3c,0,
2324554,CIBC Reinsurance Company Ltd,Tier 5,0,
2185084,"AT&T Services, Inc.",Tier 2c,0,
2097824,Thomas Nelson Community College,Tier 5,0,
2270713,Care Communications,Tier 5,0,
2324556,GOS Consultores S.A. de C.V.,Tier 5,0,
587849,AT&T Solutions - GCSC,Tier 2c,0,
2284498,Volunteers of America,Tier 5,0,
2276964,Eagle Group,Tier 5,0,
2324557,BSI PEOPLE PTY LIMITED,Tier 5,0,
594487,AT&T/IBM Corporation,Tier 2b,0,
2282080,Don Johnston Incorporated,Tier 5,0,
2271161,Carson City School District,Tier 5,0,
2324583,Southern Mutual Church Insurance Company,Tier 5,0,
573292,ATAC S.p.A.,Tier 5,0,
2288576,American Embassy Abidjan,Tier 3c,0,
575657,National Center for Missing & Exploited Children,Tier 5,0,
2324565,"Forward Health Group, Inc",Tier 5,0,
2203808,WOWOW Communications Incorporated,Tier 3d,0,
2287691,University of Nevada School of Medicine,Tier 5,0,
2271437,Cabrillo Community College District,Tier 5,0,
2298891,Ministry of Foreign Affairs - Saudi Arabia,Tier 3a,0,
550478,ATOS MULTIMEDAI,GOSI,0,
2278133,The City of Hillsboro,Tier 5,0,
2280292,Plextronics Incorporated,Tier 5,0,
2324576,Bernalillo County Metropolitan Court,Tier 3c,0,
2184223,ATR,Tier 5,0,
2286847,US Army Combat Readiness Center,Tier 3c,0,
2322941,"SUNY Institute of Technology Uticarome, SUNY IT",Tier 3b,0,
577816,Lawrence General Hospital,Tier 5,0,
591816,ATX Technologies Incorporated,Tier 5,0,
2281194,Bert Nash CMHC,Tier 5,0,
2289254,Florida Peninsula Managers,Tier 5,0,
2324609,Sharyland Utilities,Tier 5,0,
3251227,AUSDOC Group Ltd,Tier 4,0,
2278420,Village of Wellington,Tier 5,0,
2276254,Alpha Video and Audio Incorporated,Tier 5,0,
2324615,Isabella Community Credit Union,Tier 5,0,
607273,Australian Trade and Investment Commission,Tier 5,0,
2272617,Carlsbad Muncipal Schools,Tier 5,0,
2285319,Counsel on Call,Tier 5,0,
2324616,Salient Partners,Tier 5,0,
562183,AUTOLATINA ARGENTINA,Tier 1,0,
2288528,University of Colorado/Boulder,Tier 4,0,
2299284,"Rosenberg & Associates, LLC",Tier 5,0,
2324617,Åžekerbank T.A.Åž. Munzam VakfÄ± Grup Åžirketi,Tier 3d,0,
594180,AVOW Technology Solutions,Tier 5,0,
2284838,American Red Cross,Tier 3c,0,
2295445,Stag Industrial,Tier 5,0,
2324619,Turkcell Global Bilgi,Tier 3d,0,
2074257,AVW-Telav Incorporated,Tier 5,0,
2277517,McElvain Oil & Gas,Tier 5,0,
2268447,"Weir, SPM",Tier 5,0,
2324620,TÃ¼rkiye Cumhuriyeti Sosyal GÃ¼venlik Kurumu,Tier 3d,0,
628434,AWK Informatica Ltda,Tier 5,0,
2286744,USA Rdecom I2wd,Tier 3c,0,
2271104,Wood Residential,Tier 5,0,
2324621,VolantÃ© Systems,Tier 5,0,
588648,AXA Yazaki,Tier 5,0,
2289584,MC Mgmt & Development Incorporated,Tier 5,0,
2297154,Greer & Walker,Tier 5,0,
2324625,OMRON ASIAPACIFIC Pte. Ltd.,Tier 5,0,
3263311,AXIS Capital Holdings Limited,Tier 3b,0,
2268862,First Federal Savings Bank - Ottawa,Tier 5,0,
2285196,"Clearwell Systems, Inc.",Tier 5,0,
2324632,Infosys Lodestone,GOSI,0,
2157210,Abbott Vascular Devices,Tier 2b,0,
2281762,Atlas Oil Company,Tier 5,0,
2288838,Northwoods Consulting Partners Incorporated,Tier 5,0,
2324638,"ShenZhen Hesheng Yida Technology Co.,Ltd",Tier 5,0,
563509,Aberdeen Manufacturing Corporation,Tier 5,0,
2283646,Bit Systems Incorporated,Tier 5,0,
2283851,Cuyahoga Heights Schools,Tier 5,0,
2324010,Navajo Nation Division of Health,Tier 3c,0,
3257438,Abgenix Inc,Tier 2b,0,
2277420,Ocean Spray Cranberries Incorporated,Tier 5,0,
2288028,Walnut Creek Foods,Tier 5,0,
2254193,Flexera Software,Tier 5,1,ISV Partner
3260940,Abn Amro Real,Tier 2b,0,
2280468,Community Associations Institute,Tier 5,0,
2282610,Weisermazars LLP,Tier 5,0,
2324661,Ingram Micro India Limited,Tier 3b,0,
3263888,Above All Software Incorporated,Tier 5,0,
2284087,Meyners & Company,Tier 5,0,
2278931,Gahanna Jefferson City Schools,Tier 5,0,
2310757,Pias Entertainment Group,Tier 5,0,
2162224,AboveNet Communications Incorporated,Tier 2c,0,
2289183,Polk County,Tier 5,0,
2269843,Charlotte Regional Visitors Auth,Tier 5,0,
2299678,Staubli SCA,Tier 5,0,
529791,Abstract Computers Compant Limited,Tier 5,0,
20017186,City of Fairfield -- CA,Tier 3c,0,
2274868,Belac LLC,Tier 5,0,
2291861,Spielberg Solutions Ltd,Tier 5,0,
2066319,Acaa,Tier 5,0,
2291700,Availity,Tier 5,0,
2278523,Tenderloin Housing Clinic,Tier 5,0,
2299801,City of Windsor,Tier 5,0,
2184094,Academisch Ziekenhuis-VUB VZW,Tier 5,0,
520066,Microage,Tier 5,0,
2323048,Atlas Copco Drilling Solutions LLC,Tier 3b,0,
2290776,Heights College Ltd,Tier 5,0,
786388,Accede Technology Pte Limited,Tier 5,0,
2271296,Foodliner Incorporated,Tier 5,0,
2284300,WIC,Tier 5,0,
2291872,Nintendo Iberica S.A,Tier 4,0,
2070899,Accenture,GOSI,1,
2282022,Horizon,Tier 5,0,
2270027,Redwood Regional Medical Group,Tier 5,0,
2278221,Gilmore Overklick Technologies,Tier 5,0,
591268,Accenture ltda,GOSI,1,
2287552,Aicpa,Tier 5,0,
584920,Willis Knighton Medical Center,Tier 5,0,
2292507,Gewerbliche Berufsschule Wetzikon,Tier 5,0,
591313,Accenture,GOSI,1,
2281643,Weber County,Tier 3c,0,
2299459,Wennsoft LLC dba KEY2ACT,Tier 5,0,
2300343,Stratford Police Service,Tier 5,0,
591326,Accenture,GOSI,1,
2284442,Nashua Co,Tier 5,0,
2297196,Ampac,Tier 4,0,
2067290,Wallace & Carey,Tier 5,0,
609801,Accenture Coy Limited,GOSI,0,
2289176,American Red Cross,Tier 3c,0,
2300763,Natchez Shooters Supplies Incorporated,Tier 5,0,
2276426,Selmer Law,Tier 5,0,
2171715,Accenture Incorporated,GOSI,0,
2277276,Central Bank,Tier 5,0,
2271947,CKS Packaging,Tier 5,0,
2290642,Itee NV,Tier 5,0,
610769,Accenture Oy,GOSI,1,Reseller
2284242,Elite Info Systems,Tier 5,0,
2291792,The Blood Alliance,Tier 5,0,
2291855,E-Infochips Bangalore Limited,Tier 3a,0,
2009431,Accenture UK Limited,GOSI,1,
2365686,Cementos Argos,Tier 5,0,
2273881,Admirals Bank,Tier 5,0,
2291891,NASSER BIN KHALED AL THANI AND SONS HOLDING COMPANY W.L.L.,Tier 5,0,
2072416,Accenture UK Limited,GOSI,1,
3261307,Sveriges Television AB,Tier 5,0,
2280680,Zeacom,Tier 5,0,
2291883,Gill & Macmillan Incorporated,Tier 5,0,
793380,Accenture UK Limited,GOSI,1,
2272577,Telecom-Guard,Tier 5,0,
2283506,Revenue Group,Tier 5,0,
2291854,BearingPoint,GOSI,0,
793382,Accenture UK Limited,GOSI,1,
2365696,DB Schenker AB,Tier 2b,0,
630566,Woodside Group,Tier 5,0,
2295875,Redburn Partners LLP,Tier 5,0,
793384,Accenture UK Limited,GOSI,1,
2365699,Bristan Group Ltd,Tier 4,0,
2259949,Bowhead Systems Management Incorporated,Tier 5,0,
2292530,Commission for Energy & Regulation,Tier 5,0,
793386,Accenture UK Limited,GOSI,1,
2365700,Poolia AB,Tier 5,0,
2271586,United Physicians,Tier 5,0,
2292536,Construction Industry Federation,Tier 5,0,
793388,Accenture UK Limited,GOSI,1,
2266945,Bravida Sverige AB,Tier 4,0,
2273683,Lycoming Engines,Tier 5,0,
2291877,Analyo S.A.,Tier 5,0,
793391,Accenture UK Limited,GOSI,1,
2365705,Schibsted Sverige AB,Tier 2b,0,
607434,Penske Truck Leasing Company  LP,Tier 2b,0,
2291865,Offaly County Council,Tier 5,0,
793392,Accenture UK Limited,GOSI,1,
2365713,Adrea Mutuelle,Tier 5,0,
2295503,Bricker & Eckler LLP,Tier 5,0,
2290274,Innolas Holding GmbH,Tier 5,0,
793393,Accenture UK Limited,GOSI,1,
2365719,Instituto Superior de Seguridad Publica,Tier 5,0,
2273273,Orrstown Bank,Tier 5,0,
2036674,Universe Computers,Tier 5,0,
793401,Accenture UK Limited,GOSI,1,
2365762,Banco Comercial AV Villas S A,Tier 2b,0,
2273807,Premier Designs Incorporated,Tier 5,0,
2290994,L'Oreal (UK) Limited,Tier 3b,0,
794576,Accenture UK Limited,GOSI,1,
2365731,Datacore Bilgi Sistemleri Sanayi ve Ticaret A S,Tier 3d,0,
2322980,ATI Pacific Cast Technologies,Tier 5,0,
2285293,Khalda Petroleum Company,Tier 5,0,
604424,Accenture/Exostar LLC,GOSI,0,
2365737,Tech Mahindra Servicos de Informatica Ltda,GOSI,0,
2268742,Perfect Output of Kansas City LLC,Tier 5,0,
2291050,Olayan Financing Company Ltd,Tier 5,0,
604425,Accenture/LaidLaw Incorporated,GOSI,0,
2365742,SAP National Security Services,Tier 1,0,
2274930,Fringe Benefit Group,Tier 5,0,
2292521,Travelstay Ltd,Tier 5,0,
594475,Accenture/Proquire LLC,GOSI,0,
2365743,Financial Planning Standards Council,Tier 5,0,
2289460,Arundel Federal Savings Bank,Tier 5,0,
2288973,Eugene Perma France,Tier 5,0,
591622,Accenture/Vesuvius Group,GOSI,0,
2395499,NTT Security (Singapore) Pte Limited,GOSI,0,
2278889,List Innovative Solutions,Tier 5,0,
2292517,Nycomed Products Ltd,Tier 3b,0,
2098537,Acceris Communications Incorporated,Tier 5,0,
2211566,Ministry of Education - New Zealand,Tier 4,0,
2289511,Perham Memorial Hospital,Tier 5,0,
2292519,UniPhar Group Plc,Tier 5,0,
609426,"Acces Co.,Ltd.",Tier 3d,0,
2365755,Kanton Appenzell-Ausserrhoden,Tier 3b,0,
2283397,Ransom Everglades School,Tier 5,0,
2292520,Ayuntamiento de Valdemorillo,Tier 5,0,
610227,AccessCare Incorporated,Tier 5,0,
2365757,Kanton Nidwalden,Tier 3b,0,
2281751,City of Middletown,Tier 5,0,
2292524,Campus Oil Ltd,Tier 5,0,
611243,Accessline Communications Corporation,Tier 5,0,
2365759,"HITACHI CHEMICAL COMPANY, LTD.",Tier 3d,0,
2276263,Zanett Commercial Solutions,Tier 5,0,
2291886,Ministry of Trade Business Registry Unit,Tier 5,0,
529799,Victorian WorkCover Authority,Tier 4,0,
2365760,"RENOVA, ZAO",Tier 4,0,
2277456,Cook Myosite Incorporated,Tier 3b,0,
2291874,Banco Gallego S.A.,Tier 5,0,
2127053,Acciones y Valores Banamex S.A. de C.V. Casa DE Bolsa,Tier 1,0,
2365761,Quattroduedue Holding B.V.,Tier 5,0,
2280486,"Center for Living, New York",Tier 5,0,
2291876,Stone Developments,Tier 5,0,
793615,Acciones y Valores de MÃ©xico S.A. de C.V.,Tier 1,0,
2365766,Kanton Uri,Tier 4,0,
2279807,Julius Silvert Incorporated,Tier 5,0,
2291904,Ernesford Grange Community School,Tier 5,0,
2140995,AccuTech Systems Corporation,Tier 5,0,
2365780,Beige Capital,Tier 3d,0,
2211000,Los Angeles Capital Management,Tier 3c,0,
2291860,Philip Morris Singapore Pte. Ltd.,Tier 3b,0,
571091,Accudata Systems Incorporated,Tier 5,0,
2365781,ARB Apex Bank LTD,Tier 3d,0,
2278930,Resource Systems,Tier 5,0,
2299767,Apgis,Tier 5,0,
3254168,Accurate Networks & Systems Integration Bhd,Tier 5,0,
2365786,BIEN-ETRE ASSISTANCE,Tier 1,0,
2268736,American Midstream,Tier 5,0,
2291947,Diaverum,Tier 3d,0,
2132135,Aceitera General Deheza S.A.,Tier 5,0,
2365791,Comlink LLC,Tier 2c,0,
2268694,Hartzell,Tier 5,0,
2300000,Solmax International Incorporated,Tier 5,0,
563516,Acer America Corporation,Tier 3b,0,
2365794,Caja Huancayo,Tier 5,0,
2278151,Wildwood Casino,Tier 5,0,
2300775,le Groupe Harnois,Tier 5,0,
588496,Acesita Energetica Ltda,Tier 3b,0,
2365800,AJ Produkter,Tier 5,0,
2281914,Surgi-Care,Tier 5,0,
2280309,Autodistribution,Tier 5,0,
588377,Acesita S.A.,Tier 3b,0,
2365802,"ITNostrum, S.L.",Tier 5,0,
2288921,Gigamon,Tier 5,0,
2287062,HYPERMARCHE BON PRIX,Tier 5,0,
589269,Ache Laboratorios Farmaceuticos S.A.,Tier 5,0,
575175,Bowdoin College,Tier 5,0,
2271484,Millville Board of Education,Tier 5,0,
2379614,PeoplePlus Group Limited,Tier 5,0,
2345856,Aclara Technologies LLC,Tier 4,0,
579367,Connecticut College,Tier 5,0,
2268657,SAIC Edgewood,GOSI,0,
2286313,Eurocopter 13 S.A.S.,Tier 2a,0,
563518,Acme Electric Corporation,Tier 5,0,
3262152,Keene State College,Tier 5,0,
